u,mode_n1,mode_n2,mode_n3,mode_n4,mode_n5,mode_n6
0.217054,-8.32884419e-03,-5.46841281e-04,1.10166427e-02,2.09835718e-02,2.35996920e-02,-1.69618923e-02
0.218055,-8.26120873e-03,-3.92804919e-04,1.12281226e-02,2.11401247e-02,2.35628306e-02,-1.66597563e-02
0.219055,-8.19348188e-03,-2.38577596e-04,1.14383807e-02,2.12930361e-02,2.35189222e-02,-1.63512435e-02
0.220055,-8.12567812e-03,-8.41902677e-05,1.16473627e-02,2.14422329e-02,2.34679150e-02,-1.60363996e-02
0.221055,-8.05779417e-03,7.02955265e-05,1.18550667e-02,2.15875614e-02,2.34099091e-02,-1.57149837e-02
0.222056,-7.98981648e-03,2.24801660e-04,1.20615184e-02,2.17288169e-02,2.33450833e-02,-1.53865806e-02
0.223056,-7.92173256e-03,3.79254074e-04,1.22667344e-02,2.18657877e-02,2.32735807e-02,-1.50507749e-02
0.224056,-7.85354380e-03,5.33604571e-04,1.24707113e-02,2.19983856e-02,2.31955319e-02,-1.47074737e-02
0.225056,-7.78526801e-03,6.87838876e-04,1.26733860e-02,2.21265813e-02,2.31108719e-02,-1.43568418e-02
0.226057,-7.71693750e-03,8.41971863e-04,1.28746527e-02,2.22504233e-02,2.30194122e-02,-1.39993190e-02
0.227057,-7.64859009e-03,9.96031527e-04,1.30743890e-02,2.23699960e-02,2.29209140e-02,-1.36354758e-02
0.228057,-7.58025770e-03,1.15003841e-03,1.32724892e-02,2.24853652e-02,2.28151843e-02,-1.32658222e-02
0.229057,-7.51195735e-03,1.30398820e-03,1.34688767e-02,2.25964971e-02,2.27020927e-02,-1.28906019e-02
0.230058,-7.44368674e-03,1.45784690e-03,1.36635582e-02,2.27033471e-02,2.25817883e-02,-1.25098627e-02
0.231058,-7.37542903e-03,1.61155722e-03,1.38565711e-02,2.28057782e-02,2.24544911e-02,-1.21233851e-02
0.232058,-7.30716204e-03,1.76505574e-03,1.40479674e-02,2.29036342e-02,2.23204643e-02,-1.17308740e-02
0.233058,-7.23886904e-03,1.91829267e-03,1.42377833e-02,2.29967938e-02,2.21799272e-02,-1.13321442e-02
0.234059,-7.17054681e-03,2.07124661e-03,1.44260153e-02,2.30852103e-02,2.20329859e-02,-1.09272617e-02
0.235059,-7.10220801e-03,2.22392734e-03,1.46126020e-02,2.31688941e-02,2.18795698e-02,-1.05165579e-02
0.236059,-7.03387732e-03,2.37637273e-03,1.47974629e-02,2.32479693e-02,2.17195675e-02,-1.01006593e-02
0.237059,-6.96558146e-03,2.52862847e-03,1.49805101e-02,2.33225796e-02,2.15528409e-02,-9.68026513e-03
0.238060,-6.89733915e-03,2.68072886e-03,1.51616732e-02,2.33928275e-02,2.13792955e-02,-9.25596404e-03
0.239060,-6.82915358e-03,2.83268388e-03,1.53409273e-02,2.34587517e-02,2.11989637e-02,-8.82811863e-03
0.240060,-6.76101040e-03,2.98447539e-03,1.55182982e-02,2.35203163e-02,2.10120244e-02,-8.39682305e-03
0.241060,-6.69288174e-03,3.13606337e-03,1.56938440e-02,2.35774112e-02,2.08187460e-02,-7.96194834e-03
0.242061,-6.62473449e-03,3.28740260e-03,1.58676430e-02,2.36299225e-02,2.06194610e-02,-7.52330584e-03
0.243061,-6.55654121e-03,3.43846259e-03,1.60397686e-02,2.36777992e-02,2.04144949e-02,-7.08083288e-03
0.244061,-6.48828722e-03,3.58923804e-03,1.62102474e-02,2.37210359e-02,2.02040335e-02,-6.63467774e-03
0.245061,-6.41997311e-03,3.73975420e-03,1.63790610e-02,2.37597074e-02,1.99881325e-02,-6.18526513e-03
0.246062,-6.35161140e-03,3.89006082e-03,1.65461554e-02,2.37939539e-02,1.97667431e-02,-5.73324651e-03
0.247062,-6.28321888e-03,4.04021775e-03,1.67114604e-02,2.38239365e-02,1.95397663e-02,-5.27937116e-03
0.248062,-6.21480721e-03,4.19027797e-03,1.68749124e-02,2.38497832e-02,1.93071180e-02,-4.82433037e-03
0.249062,-6.14637528e-03,4.34027395e-03,1.70365097e-02,2.38716199e-02,1.90688954e-02,-4.36863023e-03
0.250063,-6.07790567e-03,4.49020950e-03,1.71962845e-02,2.38894676e-02,1.88252877e-02,-3.91250334e-03
0.251063,-6.00936706e-03,4.64006445e-03,1.73543094e-02,2.39032838e-02,1.85766020e-02,-3.45594952e-03
0.252063,-5.94072088e-03,4.78980644e-03,1.75106785e-02,2.39129930e-02,1.83232086e-02,-2.99884094e-03
0.253063,-5.87193030e-03,4.93940681e-03,1.76654808e-02,2.39185285e-02,1.80654664e-02,-2.54106811e-03
0.254064,-5.80296676e-03,5.08885388e-03,1.78187641e-02,2.39198352e-02,1.78036197e-02,-2.08267395e-03
0.255064,-5.73381943e-03,5.23816555e-03,1.79705576e-02,2.39169999e-02,1.75378567e-02,-1.62395529e-03
0.256064,-5.66449089e-03,5.38738449e-03,1.81208365e-02,2.39101467e-02,1.72682100e-02,-1.16544338e-03
0.257064,-5.59499311e-03,5.53656985e-03,1.82695470e-02,2.38994420e-02,1.69946272e-02,-7.07829071e-04
0.258065,-5.52533971e-03,5.68578280e-03,1.84166301e-02,2.38850592e-02,1.67170393e-02,-2.51831559e-04
0.259065,-5.45553783e-03,5.83507137e-03,1.85620458e-02,2.38671381e-02,1.64354295e-02,2.01942415e-04
0.260065,-5.38558111e-03,5.98446006e-03,1.87057796e-02,2.38457339e-02,1.61498602e-02,6.53086483e-04
0.261065,-5.31545035e-03,6.13394430e-03,1.88478760e-02,2.38208626e-02,1.58605556e-02,1.10147926e-03
0.262066,-5.24511521e-03,6.28349677e-03,1.89884112e-02,2.37924775e-02,1.55678328e-02,1.54721639e-03
0.263066,-5.17454044e-03,6.43307954e-03,1.91274703e-02,2.37604935e-02,1.52720403e-02,1.99049586e-03
0.264066,-5.10369436e-03,6.58265816e-03,1.92651284e-02,2.37248345e-02,1.49735013e-02,2.43149239e-03
0.265066,-5.03255605e-03,6.73221437e-03,1.94014300e-02,2.36854673e-02,1.46724537e-02,2.87023695e-03
0.266067,-4.96111814e-03,6.88175327e-03,1.95363708e-02,2.36424064e-02,1.43690040e-02,3.30653332e-03
0.267067,-4.88938904e-03,7.03130337e-03,1.96699074e-02,2.35957406e-02,1.40631432e-02,3.73996817e-03
0.268067,-4.81738934e-03,7.18090801e-03,1.98019748e-02,2.35456222e-02,1.37547894e-02,4.16999699e-03
0.269067,-4.74514140e-03,7.33061241e-03,1.99324917e-02,2.34921916e-02,1.34438199e-02,4.59602836e-03
0.270068,-4.67266342e-03,7.48045016e-03,2.00613890e-02,2.34355608e-02,1.31301467e-02,5.01756343e-03
0.271068,-4.59996361e-03,7.63043243e-03,2.01886270e-02,2.33757841e-02,1.28137666e-02,5.43429775e-03
0.272068,-4.52703724e-03,7.78054355e-03,2.03142004e-02,2.33128406e-02,1.24947802e-02,5.84616141e-03
0.273068,-4.45386737e-03,7.93074302e-03,2.04381310e-02,2.32466312e-02,1.21733791e-02,6.25329478e-03
0.274069,-4.38043409e-03,8.08097363e-03,2.05604807e-02,2.31770590e-02,1.18498443e-02,6.65604780e-03
0.275069,-4.30671677e-03,8.23117638e-03,2.06812974e-02,2.31039970e-02,1.15244359e-02,7.05476369e-03
0.276069,-4.23270262e-03,8.38130213e-03,2.08006066e-02,2.30273446e-02,1.11973547e-02,7.44969781e-03
0.277069,-4.15839164e-03,8.53132071e-03,2.09183973e-02,2.29470525e-02,1.08686992e-02,7.84092940e-03
0.278070,-4.08379830e-03,8.68122419e-03,2.10346167e-02,2.28631312e-02,1.05384497e-02,8.22832609e-03
0.279070,-4.00894767e-03,8.83102272e-03,2.11491603e-02,2.27756129e-02,1.02064668e-02,8.61152943e-03
0.280070,-3.93387670e-03,8.98073826e-03,2.12619298e-02,2.26846188e-02,9.87257700e-03,8.99014283e-03
0.281070,-3.85862073e-03,9.13038953e-03,2.13728138e-02,2.25902381e-02,9.53659029e-03,9.36374485e-03
0.282071,-3.78320903e-03,9.27998133e-03,2.14817174e-02,2.24925242e-02,9.19836583e-03,9.73202430e-03
0.283071,-3.70766035e-03,9.42949655e-03,2.15885772e-02,2.23914743e-02,8.85785301e-03,1.00948616e-02
0.284071,-3.63198131e-03,9.57889348e-03,2.16933655e-02,2.22870219e-02,8.51510639e-03,1.04523583e-02
0.285071,-3.55616724e-03,9.72810772e-03,2.17960727e-02,2.21790226e-02,8.17026036e-03,1.08047814e-02
0.286072,-3.48020893e-03,9.87706379e-03,2.18967283e-02,2.20673338e-02,7.82352645e-03,1.11525710e-02
0.287072,-3.40409755e-03,1.00256862e-02,2.19953592e-02,2.19518107e-02,7.47511492e-03,1.14961725e-02
0.288072,-3.32783040e-03,1.01739095e-02,2.20919685e-02,2.18323266e-02,7.12518140e-03,1.18359250e-02
0.289072,-3.25141559e-03,1.03216875e-02,2.21865283e-02,2.17088064e-02,6.77379478e-03,1.21719950e-02
0.290073,-3.17487368e-03,1.04689963e-02,2.22789746e-02,2.15812348e-02,6.42092168e-03,1.25043407e-02
0.291073,-3.09823605e-03,1.06158304e-02,2.23692019e-02,2.14496357e-02,6.06642928e-03,1.28327089e-02
0.292073,-3.02154164e-03,1.07621996e-02,2.24570906e-02,2.13140833e-02,5.71012918e-03,1.31567229e-02
0.293073,-2.94483041e-03,1.09081189e-02,2.25425333e-02,2.11746849e-02,5.35183545e-03,1.34759967e-02
0.294074,-2.86813667e-03,1.10535938e-02,2.26254264e-02,2.10315090e-02,4.99139541e-03,1.37901854e-02
0.295074,-2.79148478e-03,1.11986136e-02,2.27056958e-02,2.08845832e-02,4.62873891e-03,1.40990864e-02
0.296074,-2.71488662e-03,1.13431473e-02,2.27833040e-02,2.07338828e-02,4.26390067e-03,1.44026828e-02
0.297074,-2.63834194e-03,1.14871439e-02,2.28582446e-02,2.05793256e-02,3.89701568e-03,1.47011323e-02
0.298075,-2.56184132e-03,1.16305357e-02,2.29305292e-02,2.04207775e-02,3.52829490e-03,1.49947148e-02
0.299075,-2.48537039e-03,1.17732587e-02,2.30002172e-02,2.02581443e-02,3.15801192e-03,1.52838268e-02
0.300075,-2.40891653e-03,1.19152512e-02,2.30673444e-02,2.00913197e-02,2.78641679e-03,1.55687846e-02
0.301075,-2.33247339e-03,1.20564671e-02,2.31319290e-02,1.99202378e-02,2.41370899e-03,1.58497759e-02
0.302076,-2.25604402e-03,1.21968819e-02,2.31939616e-02,1.97448896e-02,2.04000925e-03,1.61268014e-02
0.303076,-2.17964165e-03,1.23364941e-02,2.32534035e-02,1.95653276e-02,1.66535152e-03,1.63996551e-02
0.304076,-2.10328855e-03,1.24753158e-02,2.33101669e-02,1.93816226e-02,1.28968687e-03,1.66679044e-02
0.305076,-2.02701067e-03,1.26133858e-02,2.33641965e-02,1.91939521e-02,9.12941372e-04,1.69310720e-02
0.306077,-1.95083329e-03,1.27507402e-02,2.34154186e-02,1.90024706e-02,5.35035441e-04,1.71886138e-02
0.307077,-1.87477576e-03,1.28874090e-02,2.34637755e-02,1.88073162e-02,1.55934257e-04,1.74400359e-02
0.308077,-1.79884731e-03,1.30234090e-02,2.35092388e-02,1.86085931e-02,-2.24316695e-04,1.76849688e-02
0.309077,-1.72304495e-03,1.31587397e-02,2.35518160e-02,1.84063599e-02,-6.05572223e-04,1.79232095e-02
0.310078,-1.64735416e-03,1.32933791e-02,2.35915316e-02,1.82006070e-02,-9.87590390e-04,1.81546817e-02
0.311078,-1.57174939e-03,1.34272989e-02,2.36284686e-02,1.79913257e-02,-1.37003856e-03,1.83795152e-02
0.312078,-1.49620006e-03,1.35604650e-02,2.36627225e-02,1.77784886e-02,-1.75254261e-03,1.85979026e-02
0.313078,-1.42067552e-03,1.36928450e-02,2.36943820e-02,1.75620671e-02,-2.13472701e-03,1.88100069e-02
0.314079,-1.34514950e-03,1.38244183e-02,2.37235234e-02,1.73420622e-02,-2.51625306e-03,1.90159024e-02
0.315079,-1.26960374e-03,1.39551820e-02,2.37501999e-02,1.71185220e-02,-2.89684998e-03,1.92155148e-02
0.316079,-1.19402958e-03,1.40851510e-02,2.37744258e-02,1.68915350e-02,-3.27632563e-03,1.94085613e-02
0.317079,-1.11842790e-03,1.42143630e-02,2.37961958e-02,1.66612550e-02,-3.65457345e-03,1.95946020e-02
0.318080,-1.04280673e-03,1.43428747e-02,2.38154986e-02,1.64278939e-02,-4.03155841e-03,1.97731066e-02
0.319080,-9.67176974e-04,1.44707460e-02,2.38323012e-02,1.61916658e-02,-4.40727057e-03,1.99434450e-02
0.320080,-8.91548108e-04,1.45980355e-02,2.38465747e-02,1.59527819e-02,-4.78169346e-03,2.01049988e-02
0.321080,-8.15924000e-04,1.47247922e-02,2.38583063e-02,1.57114290e-02,-5.15476866e-03,2.02572359e-02
0.322081,-7.40299841e-04,1.48510486e-02,2.38675037e-02,1.54677489e-02,-5.52636588e-03,2.03997510e-02
0.323081,-6.64660502e-04,1.49768167e-02,2.38741959e-02,1.52218270e-02,-5.89626431e-03,2.05322796e-02
0.324081,-5.88981557e-04,1.51020964e-02,2.38784715e-02,1.49737280e-02,-6.26418639e-03,2.06548637e-02
0.325081,-5.13231666e-04,1.52268694e-02,2.38804214e-02,1.47234620e-02,-6.62978520e-03,2.07676169e-02
0.326082,-4.37376358e-04,1.53511096e-02,2.38801457e-02,1.44710170e-02,-6.99268605e-03,2.08707397e-02
0.327082,-3.61382444e-04,1.54747906e-02,2.38777415e-02,1.42163796e-02,-7.35252295e-03,2.09644509e-02
0.328082,-2.85222268e-04,1.55978925e-02,2.38732904e-02,1.39595537e-02,-7.70897438e-03,2.10489200e-02
0.329082,-2.08875325e-04,1.57204028e-02,2.38668308e-02,1.37005571e-02,-8.06175812e-03,2.11241298e-02
0.330083,-1.32335260e-04,1.58423346e-02,2.38584043e-02,1.34394864e-02,-8.41074617e-03,2.11900831e-02
0.331083,-5.56052293e-05,1.59637117e-02,2.38480043e-02,1.31764613e-02,-8.75587494e-03,2.12465685e-02
0.332083,2.13024929e-05,1.60845694e-02,2.38355969e-02,1.29116326e-02,-9.09715811e-03,2.12932567e-02
0.333083,9.83694418e-05,1.62049492e-02,2.38211302e-02,1.26451689e-02,-9.43466354e-03,2.13297534e-02
0.334084,1.75574763e-04,1.63248919e-02,2.38045454e-02,1.23772376e-02,-9.76848170e-03,2.13556623e-02
0.335084,2.52899806e-04,1.64444271e-02,2.37857739e-02,1.21079783e-02,-1.00986692e-02,2.13705784e-02
0.336084,3.30329589e-04,1.65635746e-02,2.37647842e-02,1.18375074e-02,-1.04252803e-02,2.13743344e-02
0.337084,4.07856628e-04,1.66823344e-02,2.37415643e-02,1.15658905e-02,-1.07483048e-02,2.13669177e-02
0.338085,4.85481587e-04,1.68006860e-02,2.37161196e-02,1.12931385e-02,-1.10676559e-02,2.13484645e-02
0.339085,5.63212097e-04,1.69185906e-02,2.36884764e-02,1.10192150e-02,-1.13831865e-02,2.13192779e-02
0.340085,6.41060512e-04,1.70359956e-02,2.36586756e-02,1.07440475e-02,-1.16947064e-02,2.12797918e-02
0.341085,7.19041330e-04,1.71528382e-02,2.36267545e-02,1.04675369e-02,-1.20019897e-02,2.12304783e-02
0.342086,7.97166544e-04,1.72690559e-02,2.35927530e-02,1.01895854e-02,-1.23048371e-02,2.11718634e-02
0.343086,8.75441601e-04,1.73845960e-02,2.35567066e-02,9.91011998e-03,-1.26031193e-02,2.11044742e-02
0.344086,9.53864400e-04,1.74994144e-02,2.35186170e-02,9.62909033e-03,-1.28967514e-02,2.10286908e-02
0.345086,1.03242322e-03,1.76134810e-02,2.34784585e-02,9.34648394e-03,-1.31857271e-02,2.09447635e-02
0.346087,1.11109670e-03,1.77267805e-02,2.34361777e-02,9.06232805e-03,-1.34701199e-02,2.08528042e-02
0.347087,1.18985534e-03,1.78393089e-02,2.33916928e-02,8.77668214e-03,-1.37500641e-02,2.07527840e-02
0.348087,1.26866373e-03,1.79510688e-02,2.33448970e-02,8.48962666e-03,-1.40257315e-02,2.06445547e-02
0.349087,1.34748369e-03,1.80620757e-02,2.32957062e-02,8.20126979e-03,-1.42973680e-02,2.05280296e-02
0.350088,1.42627906e-03,1.81723368e-02,2.32440246e-02,7.91170329e-03,-1.45651778e-02,2.04030776e-02
0.351088,1.50501848e-03,1.82818515e-02,2.31897704e-02,7.62099897e-03,-1.48293273e-02,2.02696325e-02
0.352088,1.58367799e-03,1.83906070e-02,2.31328837e-02,7.32919775e-03,-1.50899234e-02,2.01277337e-02
0.353088,1.66224255e-03,1.84985763e-02,2.30733308e-02,7.03630377e-03,-1.53469993e-02,1.99775490e-02
0.354089,1.74070539e-03,1.86057108e-02,2.30110816e-02,6.74227393e-03,-1.56004790e-02,1.98193101e-02
0.355089,1.81906984e-03,1.87119644e-02,2.29461771e-02,6.44705368e-03,-1.58502792e-02,1.96535035e-02
0.356089,1.89734450e-03,1.88172775e-02,2.28786548e-02,6.15056021e-03,-1.60962355e-02,1.94806240e-02
0.357089,1.97554124e-03,1.89215888e-02,2.28085612e-02,5.85270546e-03,-1.63381537e-02,1.93011914e-02
0.358090,2.05367217e-03,1.90248413e-02,2.27359441e-02,5.55341212e-03,-1.65758362e-02,1.91157002e-02
0.359090,2.13174685e-03,1.91269880e-02,2.26608440e-02,5.25262837e-03,-1.68091066e-02,1.89245679e-02
0.360090,2.20976965e-03,1.92279888e-02,2.25832715e-02,4.95032987e-03,-1.70377984e-02,1.87280590e-02
0.361090,2.28773920e-03,1.93278328e-02,2.25032451e-02,4.64655373e-03,-1.72618471e-02,1.85263466e-02
0.362091,2.36564763e-03,1.94265260e-02,2.24207610e-02,4.34138169e-03,-1.74812401e-02,1.83194386e-02
0.363091,2.44348139e-03,1.95240876e-02,2.23357927e-02,4.03493435e-03,-1.76960032e-02,1.81071847e-02
0.364091,2.52122324e-03,1.96205499e-02,2.22483027e-02,3.72736659e-03,-1.79061981e-02,1.78893181e-02
0.365091,2.59885477e-03,1.97159533e-02,2.21582499e-02,3.41885546e-03,-1.81119029e-02,1.76654966e-02
0.366092,2.67635862e-03,1.98103374e-02,2.20655863e-02,3.10958371e-03,-1.83131691e-02,1.74353221e-02
0.367092,2.75372228e-03,1.99037434e-02,2.19702860e-02,2.79973248e-03,-1.85100339e-02,1.71984388e-02
0.368092,2.83094097e-03,1.99962104e-02,2.18723579e-02,2.48946607e-03,-1.87025074e-02,1.69545983e-02
0.369092,2.90801765e-03,2.00877625e-02,2.17718220e-02,2.17891770e-03,-1.88905133e-02,1.67036200e-02
0.370093,2.98496417e-03,2.01784118e-02,2.16687245e-02,1.86818870e-03,-1.90739053e-02,1.64454404e-02
0.371093,3.06180088e-03,2.02681585e-02,2.15631363e-02,1.55734866e-03,-1.92524692e-02,1.61801147e-02
0.372093,3.13855504e-03,2.03569911e-02,2.14551441e-02,1.24643993e-03,-1.94259236e-02,1.59077888e-02
0.373093,3.21525902e-03,2.04448884e-02,2.13448432e-02,9.35486101e-04,-1.95939267e-02,1.56286673e-02
0.374094,3.29194777e-03,2.05318381e-02,2.12323635e-02,6.24503246e-04,-1.97561888e-02,1.53430778e-02
0.375094,3.36865477e-03,2.06178235e-02,2.11178151e-02,3.13511023e-04,-1.99123908e-02,1.50512955e-02
0.376094,3.44540989e-03,2.07028339e-02,2.10012979e-02,2.54412353e-06,-2.00622445e-02,1.47535548e-02
0.377094,3.52223708e-03,2.07868683e-02,2.08828949e-02,-3.08338860e-04,-2.02055119e-02,1.44500158e-02
0.378095,3.59915281e-03,2.08699369e-02,2.07626676e-02,-6.19049863e-04,-2.03420189e-02,1.41407436e-02
0.379095,3.67616623e-03,2.09520538e-02,2.06406377e-02,-9.29465863e-04,-2.04715996e-02,1.38256462e-02
0.380095,3.75327666e-03,2.10332609e-02,2.05168350e-02,-1.23944002e-03,-2.05942803e-02,1.35046344e-02
0.381095,3.83047724e-03,2.11136000e-02,2.03912537e-02,-1.54880243e-03,-2.07100918e-02,1.31774935e-02
0.382096,3.90775594e-03,2.11931170e-02,2.02638726e-02,-1.85737101e-03,-2.08191096e-02,1.28439614e-02
0.383096,3.98509766e-03,2.12718578e-02,2.01346613e-02,-2.16496321e-03,-2.09214392e-02,1.25037683e-02
0.384096,4.06248659e-03,2.13498637e-02,2.00035877e-02,-2.47140818e-03,-2.10171953e-02,1.21566784e-02
0.385096,4.13990851e-03,2.14271620e-02,1.98706111e-02,-2.77654885e-03,-2.11064414e-02,1.18024818e-02
0.386097,4.21735213e-03,2.15037750e-02,1.97357210e-02,-3.08027474e-03,-2.11892856e-02,1.14411528e-02
0.387097,4.29481091e-03,2.15797085e-02,1.95989181e-02,-3.38251433e-03,-2.12657886e-02,1.10727877e-02
0.388097,4.37228342e-03,2.16549504e-02,1.94602129e-02,-3.68323458e-03,-2.13359529e-02,1.06976059e-02
0.389097,4.44977299e-03,2.17294730e-02,1.93196308e-02,-3.98244306e-03,-2.13997404e-02,1.03159652e-02
0.390098,4.52728678e-03,2.18032351e-02,1.91772086e-02,-4.28018299e-03,-2.14570792e-02,9.92834668e-03
0.391098,4.60483446e-03,2.18761815e-02,1.90329832e-02,-4.57651954e-03,-2.15078467e-02,9.53530708e-03
0.392098,4.68242602e-03,2.19482526e-02,1.88870003e-02,-4.87154163e-03,-2.15519382e-02,9.13749261e-03
0.393098,4.76006944e-03,2.20193924e-02,1.87393109e-02,-5.16535041e-03,-2.15892966e-02,8.73559233e-03
0.394099,4.83776916e-03,2.20895427e-02,1.85899468e-02,-5.45803463e-03,-2.16198601e-02,8.33025155e-03
0.395099,4.91552430e-03,2.21586517e-02,1.84389252e-02,-5.74966738e-03,-2.16436086e-02,7.92206239e-03
0.396099,4.99332753e-03,2.22266764e-02,1.82862452e-02,-6.04029812e-03,-2.16605736e-02,7.51153495e-03
0.397099,5.07116457e-03,2.22935826e-02,1.81318821e-02,-6.32994546e-03,-2.16708300e-02,7.09907463e-03
0.398100,5.14901410e-03,2.23593440e-02,1.79757864e-02,-6.61859382e-03,-2.16744911e-02,6.68497405e-03
0.399100,5.22684876e-03,2.24239597e-02,1.78179127e-02,-6.90620985e-03,-2.16718006e-02,6.26943589e-03
0.400100,5.30463706e-03,2.24874302e-02,1.76581909e-02,-7.19272792e-03,-2.16629926e-02,5.85255526e-03
0.401100,5.38234511e-03,2.25497627e-02,1.74965440e-02,-7.47806353e-03,-2.16483240e-02,5.43435501e-03
0.402101,5.45993880e-03,2.26109687e-02,1.73328947e-02,-7.76212131e-03,-2.16280563e-02,5.01481283e-03
0.403101,5.53738616e-03,2.26710602e-02,1.71671716e-02,-8.04480351e-03,-2.16024376e-02,4.59389102e-03
0.404101,5.61465768e-03,2.27300369e-02,1.69992961e-02,-8.32600411e-03,-2.15716391e-02,4.17155290e-03
0.405101,5.69173319e-03,2.27879135e-02,1.68292459e-02,-8.60565621e-03,-2.15358760e-02,3.74782696e-03
0.406102,5.76859874e-03,2.28446881e-02,1.66570026e-02,-8.88369885e-03,-2.14952586e-02,3.32278839e-03
0.407102,5.84524851e-03,2.29003513e-02,1.64825712e-02,-9.16009085e-03,-2.14498309e-02,2.89658146e-03
0.408102,5.92168500e-03,2.29548864e-02,1.63059811e-02,-9.43481102e-03,-2.13995705e-02,2.46942152e-03
0.409102,5.99791846e-03,2.30082704e-02,1.61272844e-02,-9.70785535e-03,-2.13443922e-02,2.04158786e-03
0.410103,6.07396467e-03,2.30604681e-02,1.59465397e-02,-9.97922086e-03,-2.12841217e-02,1.61340841e-03
0.411103,6.14984679e-03,2.31114558e-02,1.57638435e-02,-1.02489283e-02,-2.12185970e-02,1.18524362e-03
0.412103,6.22559066e-03,2.31612094e-02,1.55792978e-02,-1.05169930e-02,-2.11476237e-02,7.57449919e-04
0.413103,6.30122295e-03,2.32097070e-02,1.53930034e-02,-1.07834152e-02,-2.10709846e-02,3.30355959e-04
0.414104,6.37676968e-03,2.32569339e-02,1.52050594e-02,-1.10481773e-02,-2.09884695e-02,-9.57624996e-05
0.415104,6.45225451e-03,2.33028855e-02,1.50155581e-02,-1.13112372e-02,-2.08998894e-02,-5.20704675e-04
0.416104,6.52769725e-03,2.33475633e-02,1.48245749e-02,-1.15725159e-02,-2.08050603e-02,-9.44355087e-04
0.417104,6.60311329e-03,2.33909860e-02,1.46321779e-02,-1.18319099e-02,-2.07038651e-02,-1.36670433e-03
0.418105,6.67851279e-03,2.34331913e-02,1.44384267e-02,-1.20892958e-02,-2.05962671e-02,-1.78785074e-03
0.419105,6.75390065e-03,2.34742207e-02,1.42433589e-02,-1.23445149e-02,-2.04822467e-02,-2.20797714e-03
0.420105,6.82927716e-03,2.35141247e-02,1.40469987e-02,-1.25973873e-02,-2.03618267e-02,-2.62734034e-03
0.421105,6.90463893e-03,2.35529589e-02,1.38493592e-02,-1.28477189e-02,-2.02350660e-02,-3.04624783e-03
0.422106,6.97997991e-03,2.35907793e-02,1.36504431e-02,-1.30953043e-02,-2.01020370e-02,-3.46503000e-03
0.423106,7.05529268e-03,2.36276383e-02,1.34502456e-02,-1.33399312e-02,-1.99628113e-02,-3.88401280e-03
0.424106,7.13057024e-03,2.36635946e-02,1.32487775e-02,-1.35814376e-02,-1.98175388e-02,-4.30347812e-03
0.425106,7.20580672e-03,2.36986915e-02,1.30460440e-02,-1.38196634e-02,-1.96663188e-02,-4.72363826e-03
0.426107,7.28099853e-03,2.37329614e-02,1.28420571e-02,-1.40544776e-02,-1.95092353e-02,-5.14461237e-03
0.427107,7.35614495e-03,2.37664238e-02,1.26368370e-02,-1.42857832e-02,-1.93463511e-02,-5.56640822e-03
0.428107,7.43124847e-03,2.37990841e-02,1.24304134e-02,-1.45135202e-02,-1.91777042e-02,-5.98891126e-03
0.429107,7.50631436e-03,2.38309264e-02,1.22228150e-02,-1.47376337e-02,-1.90032556e-02,-6.41188283e-03
0.430108,7.58135115e-03,2.38619354e-02,1.20140994e-02,-1.49581700e-02,-1.88230479e-02,-6.83495352e-03
0.431108,7.65636876e-03,2.38920770e-02,1.18043192e-02,-1.51751762e-02,-1.86370577e-02,-7.25765328e-03
0.432108,7.73137770e-03,2.39213074e-02,1.15935290e-02,-1.53887246e-02,-1.84452533e-02,-7.67942431e-03
0.433108,7.80638792e-03,2.39495757e-02,1.13817823e-02,-1.55989068e-02,-1.82476051e-02,-8.09964515e-03
0.434109,7.88140749e-03,2.39768274e-02,1.11691277e-02,-1.58058252e-02,-1.80440964e-02,-8.51765793e-03
0.435109,7.95644149e-03,2.40029994e-02,1.09555996e-02,-1.60095643e-02,-1.78346932e-02,-8.93277296e-03
0.436109,8.03149066e-03,2.40280427e-02,1.07412307e-02,-1.62102392e-02,-1.76194587e-02,-9.34435004e-03
0.437109,8.10655080e-03,2.40519116e-02,1.05260377e-02,-1.64079454e-02,-1.73984835e-02,-9.75179696e-03
0.438110,8.18161239e-03,2.40745652e-02,1.03100200e-02,-1.66027524e-02,-1.71718859e-02,-1.01545812e-02
0.439110,8.25666051e-03,2.40959712e-02,1.00931617e-02,-1.67947075e-02,-1.69398280e-02,-1.05522528e-02
0.440110,8.33167521e-03,2.41161069e-02,9.87543248e-03,-1.69838329e-02,-1.67025131e-02,-1.09444544e-02
0.441110,8.40663182e-03,2.41349537e-02,9.65678524e-03,-1.71701124e-02,-1.64601595e-02,-1.13308981e-02
0.442111,8.48150238e-03,2.41525077e-02,9.43716676e-03,-1.73535164e-02,-1.62130378e-02,-1.17114135e-02
0.443111,8.55625769e-03,2.41687804e-02,9.21652353e-03,-1.75340078e-02,-1.59614583e-02,-1.20859479e-02
0.444111,8.63086791e-03,2.41837839e-02,8.99479655e-03,-1.77115174e-02,-1.57057135e-02,-1.24544941e-02
0.445111,8.70530445e-03,2.41975355e-02,8.77193031e-03,-1.78859627e-02,-1.54460889e-02,-1.28171015e-02
