u,mode_n1,mode_n3,mode_n4,mode_n6,mode_n7,mode_n11
0.904226,2.29738495e-03,1.94467862e-02,-1.33872372e-02,1.64281187e-02,2.09543038e-02,-1.82193218e-03
0.905226,2.31224158e-03,1.93856196e-02,-1.34614275e-02,1.63052640e-02,2.09700457e-02,-1.70488075e-03
0.906227,2.32884624e-03,1.93228667e-02,-1.35367523e-02,1.61782829e-02,2.09812336e-02,-1.58695459e-03
0.907227,2.34718074e-03,1.92585116e-02,-1.36129621e-02,1.60473753e-02,2.09878462e-02,-1.46836400e-03
0.908227,2.36726530e-03,1.91925000e-02,-1.36898226e-02,1.59126490e-02,2.09897488e-02,-1.34930143e-03
0.909227,2.38907278e-03,1.91248190e-02,-1.37670724e-02,1.57743130e-02,2.09869187e-02,-1.22997617e-03
0.910228,2.41259638e-03,1.90554324e-02,-1.38444458e-02,1.56325297e-02,2.09792602e-02,-1.11060248e-03
0.911228,2.43780032e-03,1.89843280e-02,-1.39216589e-02,1.54875192e-02,2.09667371e-02,-9.91414327e-04
0.912228,2.46464883e-03,1.89114906e-02,-1.39984201e-02,1.53394980e-02,2.09492983e-02,-8.72650601e-04
0.913228,2.49309995e-03,1.88369081e-02,-1.40744313e-02,1.51886914e-02,2.09268969e-02,-7.54550237e-04
0.914229,2.52309374e-03,1.87605862e-02,-1.41493998e-02,1.50353515e-02,2.08995322e-02,-6.37339737e-04
0.915229,2.55458194e-03,1.86825134e-02,-1.42230125e-02,1.48797100e-02,2.08671476e-02,-5.21262659e-04
0.916229,2.58748097e-03,1.86027171e-02,-1.42949826e-02,1.47220499e-02,2.08297933e-02,-4.06537197e-04
0.917229,2.62173486e-03,1.85211870e-02,-1.43649776e-02,1.45626144e-02,2.07874041e-02,-2.93418627e-04
0.918230,2.65724011e-03,1.84379681e-02,-1.44327132e-02,1.44017113e-02,2.07400665e-02,-1.82132408e-04
0.919230,2.69392084e-03,1.83530661e-02,-1.44978505e-02,1.42396129e-02,2.06877471e-02,-7.29425245e-05
0.920230,2.73166764e-03,1.82665289e-02,-1.45601010e-02,1.40766295e-02,2.06305287e-02,3.39223331e-05
0.921230,2.77038212e-03,1.81783842e-02,-1.46191359e-02,1.39130616e-02,2.05684283e-02,1.38202032e-04
0.922231,2.80995003e-03,1.80886813e-02,-1.46746600e-02,1.37492221e-02,2.05015222e-02,2.39666736e-04
0.923231,2.85025490e-03,1.79974697e-02,-1.47263710e-02,1.35854263e-02,2.04298801e-02,3.38079870e-04
0.924231,2.89117556e-03,1.79048013e-02,-1.47739606e-02,1.34219965e-02,2.03535724e-02,4.33200190e-04
0.925231,2.93258206e-03,1.78107455e-02,-1.48171658e-02,1.32592512e-02,2.02727201e-02,5.24825496e-04
0.926232,2.97434487e-03,1.77153578e-02,-1.48556615e-02,1.30975267e-02,2.01873896e-02,6.12698255e-04
0.927232,3.01632454e-03,1.76187261e-02,-1.48892316e-02,1.29371361e-02,2.00977499e-02,6.96649996e-04
0.928232,3.05838226e-03,1.75209108e-02,-1.49175344e-02,1.27784325e-02,2.00038668e-02,7.76408172e-04
0.929232,3.10037309e-03,1.74220123e-02,-1.49403905e-02,1.26217212e-02,1.99059407e-02,8.51824023e-04
0.930233,3.14214915e-03,1.73221070e-02,-1.49574910e-02,1.24673556e-02,1.98040753e-02,9.22646819e-04
0.931233,3.18356228e-03,1.72212969e-02,-1.49686494e-02,1.23156463e-02,1.96984650e-02,9.88713310e-04
0.932233,3.22445926e-03,1.71196754e-02,-1.49736111e-02,1.21669343e-02,1.95892601e-02,1.04980757e-03
0.933233,3.26468782e-03,1.70173477e-02,-1.49721819e-02,1.20215378e-02,1.94766521e-02,1.10575411e-03
0.934234,3.30409461e-03,1.69144209e-02,-1.49641690e-02,1.18797759e-02,1.93608332e-02,1.15637631e-03
0.935234,3.34252188e-03,1.68110049e-02,-1.49493689e-02,1.17419786e-02,1.92419952e-02,1.20148637e-03
0.936234,3.37982184e-03,1.67072172e-02,-1.49276574e-02,1.16084322e-02,1.91203662e-02,1.24095388e-03
0.937234,3.41582952e-03,1.66031738e-02,-1.48988199e-02,1.14794831e-02,1.89961422e-02,1.27457690e-03
0.938235,3.45040798e-03,1.64989989e-02,-1.48628047e-02,1.13553761e-02,1.88695800e-02,1.30227557e-03
0.939235,3.48338496e-03,1.63948164e-02,-1.48193919e-02,1.12364738e-02,1.87408856e-02,1.32383703e-03
0.940235,3.51463329e-03,1.62907538e-02,-1.47685796e-02,1.11229901e-02,1.86103314e-02,1.33921400e-03
0.941235,3.54398770e-03,1.61869426e-02,-1.47102034e-02,1.10152603e-02,1.84781500e-02,1.34822905e-03
0.942236,3.57131930e-03,1.60835130e-02,-1.46442547e-02,1.09135074e-02,1.83446130e-02,1.35082190e-03
0.943236,3.59647768e-03,1.59806008e-02,-1.45706428e-02,1.08180213e-02,1.82099771e-02,1.34685800e-03
0.944236,3.61933493e-03,1.58783400e-02,-1.44893695e-02,1.07290249e-02,1.80745233e-02,1.33629982e-03
0.945236,3.63974592e-03,1.57768690e-02,-1.44003600e-02,1.06468000e-02,1.79385065e-02,1.31892859e-03
0.946237,3.65762304e-03,1.56763193e-02,-1.43037856e-02,1.05714486e-02,1.78022661e-02,1.29507698e-03
0.947237,3.67273640e-03,1.55768479e-02,-1.41992251e-02,1.05035251e-02,1.76659486e-02,1.26364044e-03
0.948237,3.68522194e-03,1.54785444e-02,-1.40877175e-02,1.04424554e-02,1.75301400e-02,1.22687647e-03
0.949237,3.69447279e-03,1.53816477e-02,-1.39673863e-02,1.03899533e-02,1.73945865e-02,1.18032110e-03
0.950238,3.70121025e-03,1.52861226e-02,-1.38414780e-02,1.03436848e-02,1.72604581e-02,1.13115608e-03
0.951238,3.70420583e-03,1.51923477e-02,-1.37057714e-02,1.03072496e-02,1.71268864e-02,1.06956914e-03
0.952238,3.70459842e-03,1.51001932e-02,-1.35650398e-02,1.02770846e-02,1.69954264e-02,1.00611854e-03
0.953238,3.70138320e-03,1.50099891e-02,-1.34158915e-02,1.02561157e-02,1.68654107e-02,9.32815357e-04
0.954239,3.69469528e-03,1.49218345e-02,-1.32593513e-02,1.02438270e-02,1.67374527e-02,8.51656162e-04
0.955239,3.68508767e-03,1.48357034e-02,-1.30977624e-02,1.02384876e-02,1.66123191e-02,7.67698778e-04
0.956239,3.67137054e-03,1.47519923e-02,-1.29272238e-02,1.02435557e-02,1.64893359e-02,6.71456565e-04
0.957239,3.65459799e-03,1.46705734e-02,-1.27519478e-02,1.02558531e-02,1.63698409e-02,5.72527400e-04
0.958240,3.63404981e-03,1.45917096e-02,-1.25696249e-02,1.02774241e-02,1.62533829e-02,4.64684546e-04
0.959240,3.60980586e-03,1.45155213e-02,-1.23809744e-02,1.03080440e-02,1.61405714e-02,3.49673486e-04
0.960240,3.58232018e-03,1.44419806e-02,-1.21879136e-02,1.03462558e-02,1.60319223e-02,2.30785164e-04
0.961240,3.55064053e-03,1.43714443e-02,-1.19872654e-02,1.03949739e-02,1.59270383e-02,1.00970112e-04
0.962241,3.51563036e-03,1.43037993e-02,-1.17825701e-02,1.04514989e-02,1.58269154e-02,-3.30754525e-05
0.963241,3.47712870e-03,1.42391934e-02,-1.15733543e-02,1.05164406e-02,1.57317121e-02,-1.72050068e-04
0.964241,3.43454139e-03,1.41778626e-02,-1.13578368e-02,1.05914701e-02,1.56411369e-02,-3.21529305e-04
0.965241,3.38870357e-03,1.41197156e-02,-1.11392042e-02,1.06742420e-02,1.55562813e-02,-4.73947888e-04
0.966242,3.33925579e-03,1.40649247e-02,-1.09163962e-02,1.07657541e-02,1.54769372e-02,-6.33109616e-04
0.967242,3.28591718e-03,1.40136469e-02,-1.06884888e-02,1.08670265e-02,1.54031737e-02,-8.01097196e-04
0.968242,3.22948296e-03,1.39658011e-02,-1.04586918e-02,1.09756445e-02,1.53359446e-02,-9.71702749e-04
0.969242,3.16965287e-03,1.39215097e-02,-1.02258518e-02,1.10926469e-02,1.52750222e-02,-1.14803538e-03
0.970243,3.10654886e-03,1.38808603e-02,-9.99058285e-03,1.12178160e-02,1.52208536e-02,-1.32912017e-03
0.971243,3.04337083e-03,1.38431138e-02,-9.76433793e-03,1.13416791e-02,1.51759525e-02,-1.49057965e-03
0.972243,2.99233766e-03,1.38053237e-02,-9.58962593e-03,1.14286569e-02,1.51494776e-02,-1.53669161e-03
0.973243,3.00394856e-03,1.37548595e-02,-9.64136361e-03,1.13310436e-02,1.51772831e-02,-1.07795261e-03
0.974244,3.24758788e-03,1.36488624e-02,-1.04995153e-02,1.05564903e-02,1.53745590e-02,1.17566069e-03
0.975244,4.12958821e-03,1.33823951e-02,-1.35259395e-02,7.93734624e-03,1.59936048e-02,8.21968420e-03
0.976244,6.30188899e-03,1.27805678e-02,-2.08014974e-02,1.65191719e-03,1.73568597e-02,2.44851233e-02
0.977244,1.01748919e-02,1.17130481e-02,-3.32872357e-02,-9.26221227e-03,1.94000301e-02,5.14457993e-02
0.978245,1.50621828e-02,1.03147054e-02,-4.78568623e-02,-2.23593260e-02,2.10912088e-02,8.07082302e-02
0.979245,1.94791739e-02,8.94433138e-03,-5.87126486e-02,-3.27835371e-02,2.10006718e-02,9.74013155e-02
0.980245,2.32791224e-02,7.67758749e-03,-6.53116694e-02,-3.98135416e-02,1.92401669e-02,9.91123116e-02
0.981245,2.77785997e-02,6.22485072e-03,-7.23131860e-02,-4.71330117e-02,1.70938529e-02,9.63488723e-02
0.982246,3.26268375e-02,4.66833995e-03,-7.81564158e-02,-5.34681224e-02,1.42517232e-02,8.65429773e-02
0.983246,3.70095887e-02,3.22547131e-03,-7.97911652e-02,-5.61867702e-02,1.02359839e-02,6.40173067e-02
0.984246,4.19208994e-02,1.68499311e-03,-8.08752779e-02,-5.82047621e-02,6.19999761e-03,3.91615635e-02
0.985246,4.68081673e-02,1.85705955e-04,-7.92736885e-02,-5.77940680e-02,1.81727353e-03,9.74634342e-03
0.986247,5.16878900e-02,-1.24935173e-03,-7.51882864e-02,-5.50627756e-02,-2.55806254e-03,-2.11520212e-02
0.987247,5.68647017e-02,-2.67978067e-03,-6.97720073e-02,-5.10107734e-02,-6.45039594e-03,-4.81508383e-02
0.988247,6.18797778e-02,-3.97667379e-03,-6.15244024e-02,-4.44341536e-02,-9.99338191e-03,-7.23229053e-02
0.989247,6.71988322e-02,-5.23515781e-03,-5.23312699e-02,-3.69585282e-02,-1.25841092e-02,-8.75897422e-02
0.990248,7.23791106e-02,-6.33319841e-03,-4.08086733e-02,-2.75306103e-02,-1.44284786e-02,-9.59767977e-02
0.991248,7.77834035e-02,-7.34395054e-03,-2.85582806e-02,-1.75721208e-02,-1.51080911e-02,-9.37786949e-02
0.992248,8.31226956e-02,-8.18255604e-03,-1.48247358e-02,-6.56941127e-03,-1.47918778e-02,-8.33607906e-02
0.993248,8.85597625e-02,-8.87940176e-03,-5.27053582e-04,4.60132674e-03,-1.33669663e-02,-6.44507545e-02
0.994249,9.40501125e-02,-9.40930481e-03,1.41421793e-02,1.56779597e-02,-1.09019334e-02,-3.90249738e-02
0.995249,9.94937766e-02,-9.74386822e-03,2.92058543e-02,2.65698603e-02,-7.62813002e-03,-1.03005705e-02
0.996249,1.05062736e-01,-9.91402712e-03,4.36699351e-02,3.63784566e-02,-3.54310837e-03,2.05010493e-02
0.997249,1.10573571e-01,-9.87270721e-03,5.78533905e-02,4.53003030e-02,9.80081697e-04,4.90441356e-02
0.998250,1.16098301e-01,-9.63422161e-03,7.11628827e-02,5.28043272e-02,5.76664231e-03,7.32769404e-02
0.999250,1.21679399e-01,-9.20666239e-03,8.31261902e-02,5.84989118e-02,1.06156792e-02,9.13432468e-02
