u,mode_n1,mode_n3,mode_n4,mode_n6,mode_n7,mode_n11
0.000000,-1.25240529e-01,8.79920033e-03,9.05221212e-02,6.14901567e-02,-1.36683799e-02,-9.86238290e-02
0.001000,-1.19612719e-01,9.28493563e-03,7.97457027e-02,5.68837165e-02,-9.36112135e-03,-8.71249514e-02
0.002001,-1.13402561e-01,9.61343638e-03,6.69887206e-02,5.03950659e-02,-4.46913477e-03,-6.69346263e-02
0.003001,-1.07221314e-01,9.73852666e-03,5.32533086e-02,4.23820369e-02,3.25094404e-04,-4.07389239e-02
0.004001,-1.01154799e-01,9.68167540e-03,3.85494063e-02,3.28651468e-02,4.70512909e-03,-1.15774794e-02
0.005001,-9.50520798e-02,9.41349052e-03,2.37767483e-02,2.26340463e-02,8.58348707e-03,1.90634672e-02
0.006002,-8.90491769e-02,8.97076269e-03,8.78125240e-03,1.16433500e-02,1.16346872e-02,4.72514437e-02
0.007002,-8.31397614e-02,8.36199154e-03,-6.04152992e-03,3.02669977e-04,1.37273619e-02,7.04451308e-02
0.008002,-7.71985634e-02,7.56710268e-03,-1.99010868e-02,-1.06234186e-02,1.48662342e-02,8.75456316e-02
0.009002,-7.14887964e-02,6.65934253e-03,-3.34087544e-02,-2.15254639e-02,1.47779309e-02,9.48280662e-02
0.010003,-6.56755539e-02,5.57497486e-03,-4.50371119e-02,-3.10360648e-02,1.37906657e-02,9.44589526e-02
0.011003,-6.01636518e-02,4.42080699e-03,-5.59678542e-02,-4.00062498e-02,1.16054598e-02,8.31417691e-02
0.012003,-5.45132787e-02,3.11286292e-03,-6.43488576e-02,-4.68303713e-02,8.77479170e-03,6.56930501e-02
0.013003,-4.92374535e-02,1.78465860e-03,-7.18358574e-02,-5.27669518e-02,5.00057022e-03,3.95543615e-02
0.014004,-4.37564306e-02,3.20633555e-04,-7.61449955e-02,-5.58966738e-02,1.04201605e-03,1.20281807e-02
0.015004,-3.87427574e-02,-1.10471819e-03,-7.96040307e-02,-5.80810651e-02,-3.45841686e-03,-1.97204317e-02
0.016004,-3.35247972e-02,-2.63236859e-03,-7.97118049e-02,-5.72488020e-02,-7.66047672e-03,-4.72009549e-02
0.017004,-2.85959144e-02,-4.12156176e-03,-7.81917649e-02,-5.48639017e-02,-1.16879003e-02,-7.17118059e-02
0.018005,-2.39916238e-02,-5.55646048e-03,-7.52996648e-02,-5.11120414e-02,-1.54225816e-02,-9.12664902e-02
0.019005,-1.89490439e-02,-7.08778471e-03,-6.82355768e-02,-4.38263286e-02,-1.78874837e-02,-9.77088925e-02
0.020005,-1.45861881e-02,-8.43408105e-03,-6.12070077e-02,-3.65476218e-02,-1.98924168e-02,-9.93890550e-02
0.021005,-1.06536914e-02,-9.65473556e-03,-5.36427096e-02,-2.88084508e-02,-2.12511777e-02,-9.43344939e-02
0.022006,-5.94268934e-03,-1.10043759e-02,-4.11689084e-02,-1.72178759e-02,-2.06911120e-02,-7.29069894e-02
0.023006,-1.12989070e-03,-1.22880502e-02,-2.63778680e-02,-4.15337900e-03,-1.86580479e-02,-4.25146105e-02
0.024006,2.34087669e-03,-1.31665565e-02,-1.49892190e-02,5.65342330e-03,-1.66329834e-02,-1.77674175e-02
0.025006,4.13431860e-03,-1.35938104e-02,-8.88002192e-03,1.08198575e-02,-1.53860859e-02,-4.10630412e-03
0.026007,4.79794738e-03,-1.37299515e-02,-6.52784680e-03,1.27581688e-02,-1.48199135e-02,1.34976103e-03
0.027007,4.95154092e-03,-1.37390145e-02,-5.91850625e-03,1.32183641e-02,-1.45997839e-02,2.94370326e-03
0.028007,4.93296560e-03,-1.37077099e-02,-5.91184270e-03,1.31749626e-02,-1.45095456e-02,3.19360997e-03
0.029007,4.87126967e-03,-1.36685721e-02,-6.06437134e-03,1.30038189e-02,-1.44601880e-02,3.08682272e-03
0.030008,4.80271677e-03,-1.36305829e-02,-6.25013505e-03,1.28110476e-02,-1.44255660e-02,2.90408102e-03
0.031008,4.73579159e-03,-1.35957948e-02,-6.43966187e-03,1.26213098e-02,-1.43993235e-02,2.71180492e-03
0.032008,4.67271707e-03,-1.35646170e-02,-6.62457979e-03,1.24412905e-02,-1.43793714e-02,2.52722216e-03
0.033008,4.61325638e-03,-1.35369340e-02,-6.80586440e-03,1.22700174e-02,-1.43657558e-02,2.34817928e-03
0.034009,4.55733516e-03,-1.35125995e-02,-6.98346996e-03,1.21072936e-02,-1.43582739e-02,2.17377900e-03
0.035009,4.50570853e-03,-1.34917129e-02,-7.15450154e-03,1.19552965e-02,-1.43560396e-02,2.01004497e-03
0.036009,4.45768774e-03,-1.34739789e-02,-7.32115932e-03,1.18119002e-02,-1.43592480e-02,1.85157235e-03
0.037009,4.41334583e-03,-1.34593294e-02,-7.48298806e-03,1.16773470e-02,-1.43677098e-02,1.69840594e-03
0.038010,4.37336583e-03,-1.34478008e-02,-7.63721808e-03,1.15535840e-02,-1.43803849e-02,1.55690825e-03
0.039010,4.33688270e-03,-1.34390737e-02,-7.78658979e-03,1.14381325e-02,-1.43977535e-02,1.41952439e-03
0.040010,4.30421649e-03,-1.34331252e-02,-7.92984818e-03,1.13318178e-02,-1.44192669e-02,1.28946554e-03
0.041010,4.27568311e-03,-1.34298892e-02,-8.06523006e-03,1.12357645e-02,-1.44442053e-02,1.16944156e-03
0.042011,4.25045065e-03,-1.34290738e-02,-8.19565705e-03,1.11473656e-02,-1.44730270e-02,1.05301096e-03
0.043011,4.22934139e-03,-1.34307368e-02,-8.31759320e-03,1.10692631e-02,-1.45046361e-02,9.47287671e-04
0.044011,4.21183463e-03,-1.34346489e-02,-8.43265166e-03,1.09998518e-02,-1.45391062e-02,8.48488120e-04
0.045011,4.19753228e-03,-1.34405861e-02,-8.54184917e-03,1.09380711e-02,-1.45764432e-02,7.53852677e-04
0.046012,4.18743913e-03,-1.34486701e-02,-8.64109153e-03,1.08869956e-02,-1.46153639e-02,6.72207636e-04
0.047012,4.18019405e-03,-1.34584541e-02,-8.73494174e-03,1.08426266e-02,-1.46566692e-02,5.93081931e-04
0.048012,4.17664559e-03,-1.34700255e-02,-8.81988556e-03,1.08076213e-02,-1.46992787e-02,5.24009245e-04
0.049012,4.17626999e-03,-1.34831284e-02,-8.89730832e-03,1.07805204e-02,-1.47431549e-02,4.61596687e-04
0.050013,4.17907651e-03,-1.34976609e-02,-8.96685250e-03,1.07614521e-02,-1.47880232e-02,4.06558203e-04
0.051013,4.18489636e-03,-1.35134496e-02,-9.02852819e-03,1.07500634e-02,-1.48334966e-02,3.58452546e-04
0.052013,4.19376373e-03,-1.35303977e-02,-9.08187077e-03,1.07465644e-02,-1.48792519e-02,3.18412712e-04
0.053013,4.20532530e-03,-1.35482979e-02,-9.12761034e-03,1.07500527e-02,-1.49251204e-02,2.84405215e-04
0.054014,4.21969755e-03,-1.35670683e-02,-9.16490026e-03,1.07610152e-02,-1.49706341e-02,2.58469689e-04
0.055014,4.23655505e-03,-1.35865175e-02,-9.19443179e-03,1.07786257e-02,-1.50156620e-02,2.38746660e-04
0.056014,4.25588737e-03,-1.36065348e-02,-9.21577664e-03,1.08030111e-02,-1.50598090e-02,2.26355536e-04
0.057014,4.27748152e-03,-1.36269607e-02,-9.22923676e-03,1.08336868e-02,-1.51028645e-02,2.20458964e-04
0.058015,4.30122664e-03,-1.36476660e-02,-9.23475129e-03,1.08704825e-02,-1.51445263e-02,2.21317125e-04
0.059015,4.32695891e-03,-1.36685085e-02,-9.23245153e-03,1.09130675e-02,-1.51845451e-02,2.28622292e-04
0.060015,4.35453341e-03,-1.36893555e-02,-9.22241032e-03,1.09611699e-02,-1.52226596e-02,2.42321240e-04
0.061015,4.38378967e-03,-1.37100742e-02,-9.20476504e-03,1.10144708e-02,-1.52586287e-02,2.62223712e-04
0.062016,4.41457869e-03,-1.37305344e-02,-9.17961127e-03,1.10726861e-02,-1.52922028e-02,2.88217486e-04
0.063016,4.44673197e-03,-1.37506123e-02,-9.14714891e-03,1.11354674e-02,-1.53231700e-02,3.20093696e-04
0.064016,4.48010280e-03,-1.37701807e-02,-9.10746904e-03,1.12025378e-02,-1.53512820e-02,3.57743394e-04
0.065016,4.51451738e-03,-1.37891275e-02,-9.06083765e-03,1.12735211e-02,-1.53763642e-02,4.00916803e-04
0.066017,4.54982948e-03,-1.38073280e-02,-9.00734933e-03,1.13481408e-02,-1.53981701e-02,4.49506593e-04
0.067017,4.58586794e-03,-1.38246822e-02,-8.94730458e-03,1.14260148e-02,-1.54165541e-02,5.03244858e-04
0.068017,4.62248140e-03,-1.38410743e-02,-8.88085505e-03,1.15068399e-02,-1.54312987e-02,5.61983461e-04
0.069017,4.65950869e-03,-1.38564104e-02,-8.80828311e-03,1.15902552e-02,-1.54422620e-02,6.25477814e-04
0.070018,4.69679626e-03,-1.38705889e-02,-8.72980758e-03,1.16759316e-02,-1.54492680e-02,6.93533088e-04
0.071018,4.73419082e-03,-1.38835203e-02,-8.64569613e-03,1.17635237e-02,-1.54521755e-02,7.65923588e-04
0.072018,4.77154275e-03,-1.38951203e-02,-8.55622455e-03,1.18526886e-02,-1.54508543e-02,8.42418856e-04
0.073018,4.80870449e-03,-1.39053021e-02,-8.46165026e-03,1.19430904e-02,-1.54451613e-02,9.22805808e-04
0.074019,4.84553616e-03,-1.39140015e-02,-8.36229486e-03,1.20343848e-02,-1.54350160e-02,1.00682871e-03
0.075019,4.88189424e-03,-1.39211331e-02,-8.25840926e-03,1.21262399e-02,-1.54202707e-02,1.09428182e-03
0.076019,4.91765295e-03,-1.39266537e-02,-8.15034751e-03,1.22183207e-02,-1.54008936e-02,1.18489173e-03
0.077019,4.95267403e-03,-1.39304828e-02,-8.03836435e-03,1.23102975e-02,-1.53767423e-02,1.27845413e-03
0.078020,4.98684530e-03,-1.39325912e-02,-7.92282199e-03,1.24018502e-02,-1.53478132e-02,1.37468958e-03
0.079020,5.02004160e-03,-1.39329161e-02,-7.80400164e-03,1.24926568e-02,-1.53140039e-02,1.47337994e-03
0.080020,5.05215940e-03,-1.39314310e-02,-7.68224780e-03,1.25824108e-02,-1.52753070e-02,1.57425654e-03
0.081020,5.08309128e-03,-1.39280955e-02,-7.55786966e-03,1.26708053e-02,-1.52316723e-02,1.67708045e-03
0.082021,5.11274155e-03,-1.39228847e-02,-7.43119497e-03,1.27575445e-02,-1.51830864e-02,1.78159583e-03
0.083021,5.14102332e-03,-1.39157815e-02,-7.30255273e-03,1.28423440e-02,-1.51295524e-02,1.88754357e-03
0.084021,5.16784712e-03,-1.39067617e-02,-7.17225903e-03,1.29249133e-02,-1.50710501e-02,1.99467459e-03
0.085021,5.19315048e-03,-1.38958319e-02,-7.04064752e-03,1.30050026e-02,-1.50076346e-02,2.10272652e-03
0.086022,5.21684882e-03,-1.38829680e-02,-6.90802748e-03,1.30823221e-02,-1.49392782e-02,2.21145121e-03
0.087022,5.23890585e-03,-1.38681983e-02,-6.77471981e-03,1.31566656e-02,-1.48660795e-02,2.32060383e-03
0.088022,5.25924938e-03,-1.38515056e-02,-6.64102344e-03,1.32277584e-02,-1.47880183e-02,2.42995138e-03
0.089022,5.27786026e-03,-1.38329284e-02,-6.50723961e-03,1.32954235e-02,-1.47052095e-02,2.53926407e-03
0.090023,5.29469033e-03,-1.38124694e-02,-6.37365696e-03,1.33594245e-02,-1.46176725e-02,2.64831972e-03
0.091023,5.30972597e-03,-1.37901654e-02,-6.24056081e-03,1.34195896e-02,-1.45255119e-02,2.75688903e-03
0.092023,5.32294385e-03,-1.37660404e-02,-6.10823239e-03,1.34757228e-02,-1.44287957e-02,2.86473806e-03
0.093023,5.33433563e-03,-1.37401299e-02,-5.97694209e-03,1.35276563e-02,-1.43276180e-02,2.97163769e-03
0.094024,5.34390659e-03,-1.37124781e-02,-5.84694057e-03,1.35752512e-02,-1.42220887e-02,3.07737692e-03
0.095024,5.35165663e-03,-1.36831200e-02,-5.71847329e-03,1.36183515e-02,-1.41122879e-02,3.18175134e-03
0.096024,5.35762072e-03,-1.36521185e-02,-5.59174512e-03,1.36568850e-02,-1.39983621e-02,3.28459272e-03
0.097024,5.36180481e-03,-1.36195076e-02,-5.46698617e-03,1.36907000e-02,-1.38803802e-02,3.38570256e-03
0.098025,5.36426292e-03,-1.35853631e-02,-5.34437558e-03,1.37197670e-02,-1.37585200e-02,3.48490459e-03
0.099025,5.36500957e-03,-1.35497232e-02,-5.22413791e-03,1.37439438e-02,-1.36328614e-02,3.58197254e-03
0.100025,5.36411167e-03,-1.35126671e-02,-5.10641370e-03,1.37632334e-02,-1.35035810e-02,3.67676406e-03
0.101025,5.36161168e-03,-1.34742475e-02,-4.99136696e-03,1.37775637e-02,-1.33707806e-02,3.76912519e-03
0.102026,5.35758306e-03,-1.34345398e-02,-4.87910348e-03,1.37869535e-02,-1.32346163e-02,3.85895497e-03
0.103026,5.35208875e-03,-1.33936093e-02,-4.76974627e-03,1.37913861e-02,-1.30952198e-02,3.94611601e-03
0.104026,5.34519747e-03,-1.33515253e-02,-4.66340889e-03,1.37908615e-02,-1.29527367e-02,4.03045511e-03
0.105026,5.33698910e-03,-1.33083624e-02,-4.56016983e-03,1.37854170e-02,-1.28073224e-02,4.11185327e-03
0.106027,5.32754177e-03,-1.32641874e-02,-4.46009929e-03,1.37750754e-02,-1.26591005e-02,4.19021883e-03
0.107027,5.31695883e-03,-1.32190837e-02,-4.36319164e-03,1.37599572e-02,-1.25082357e-02,4.26553599e-03
0.108027,5.30531820e-03,-1.31731136e-02,-4.26951094e-03,1.37400786e-02,-1.23548397e-02,4.33768968e-03
0.109027,5.29272222e-03,-1.31263602e-02,-4.17904111e-03,1.37155750e-02,-1.21990930e-02,4.40660939e-03
0.110028,5.27925466e-03,-1.30788859e-02,-4.09181745e-03,1.36864852e-02,-1.20411068e-02,4.47218410e-03
0.111028,5.26503129e-03,-1.30307719e-02,-4.00774817e-03,1.36529971e-02,-1.18810366e-02,4.53446336e-03
0.112028,5.25015188e-03,-1.29820848e-02,-3.92679397e-03,1.36152186e-02,-1.17189961e-02,4.59342349e-03
0.113028,5.23471645e-03,-1.29328952e-02,-3.84889414e-03,1.35732962e-02,-1.15551312e-02,4.64901239e-03
0.114029,5.21882156e-03,-1.28832680e-02,-3.77399025e-03,1.35273598e-02,-1.13895681e-02,4.70117272e-03
0.115029,5.20257654e-03,-1.28332696e-02,-3.70196060e-03,1.34775899e-02,-1.12224208e-02,4.74995844e-03
0.116029,5.18609173e-03,-1.27829654e-02,-3.63265225e-03,1.34241969e-02,-1.10538050e-02,4.79545677e-03
0.117029,5.16946130e-03,-1.27324124e-02,-3.56597443e-03,1.33673221e-02,-1.08838268e-02,4.83762397e-03
0.118030,5.15277865e-03,-1.26816678e-02,-3.50178060e-03,1.33071701e-02,-1.07126083e-02,4.87648026e-03
0.119030,5.13614935e-03,-1.26307850e-02,-3.43991148e-03,1.32439235e-02,-1.05402235e-02,4.91210527e-03
0.120030,5.11967361e-03,-1.25798177e-02,-3.38013755e-03,1.31778502e-02,-1.03667723e-02,4.94466683e-03
0.121030,5.10343511e-03,-1.25288091e-02,-3.32233640e-03,1.31090962e-02,-1.01923333e-02,4.97412349e-03
0.122031,5.08751348e-03,-1.24778009e-02,-3.26631063e-03,1.30378884e-02,-1.00169955e-02,5.00055630e-03
0.123031,5.07200644e-03,-1.24268346e-02,-3.21182257e-03,1.29644634e-02,-9.84080848e-03,5.02414226e-03
0.124031,5.05699153e-03,-1.23759445e-02,-3.15864846e-03,1.28890539e-02,-9.66383519e-03,5.04500844e-03
0.125031,5.04252796e-03,-1.23251574e-02,-3.10662305e-03,1.28118335e-02,-9.48613845e-03,5.06314930e-03
0.126032,5.02868852e-03,-1.22745001e-02,-3.05550463e-03,1.27330329e-02,-9.30775595e-03,5.07871951e-03
0.127032,5.01554352e-03,-1.22239956e-02,-3.00501483e-03,1.26529133e-02,-9.12871552e-03,5.09195771e-03
0.128032,5.00314079e-03,-1.21736589e-02,-2.95497162e-03,1.25716425e-02,-8.94905127e-03,5.10287651e-03
0.129032,4.99151302e-03,-1.21234982e-02,-2.90516368e-03,1.24894202e-02,-8.76879426e-03,5.11158213e-03
0.130033,4.98072947e-03,-1.20735271e-02,-2.85529446e-03,1.24064927e-02,-8.58793235e-03,5.11832902e-03
0.131033,4.97080628e-03,-1.20237445e-02,-2.80515585e-03,1.23230509e-02,-8.40648343e-03,5.12324579e-03
0.132033,4.96176493e-03,-1.19741472e-02,-2.75457243e-03,1.22392328e-02,-8.22444918e-03,5.12633724e-03
0.133033,4.95363218e-03,-1.19247310e-02,-2.70326321e-03,1.21552747e-02,-8.04180874e-03,5.12791060e-03
0.134034,4.94642694e-03,-1.18754870e-02,-2.65100135e-03,1.20713527e-02,-7.85853921e-03,5.12812541e-03
0.135034,4.94012935e-03,-1.18263954e-02,-2.59765483e-03,1.19875675e-02,-7.67463497e-03,5.12698481e-03
0.136034,4.93475142e-03,-1.17774410e-02,-2.54296475e-03,1.19041160e-02,-7.49004991e-03,5.12477153e-03
0.137034,4.93028913e-03,-1.17286031e-02,-2.48671895e-03,1.18211526e-02,-7.30474146e-03,5.12168636e-03
0.138035,4.92669620e-03,-1.16798501e-02,-2.42883311e-03,1.17387286e-02,-7.11869084e-03,5.11770676e-03
0.139035,4.92397057e-03,-1.16311570e-02,-2.36906300e-03,1.16570110e-02,-6.93182860e-03,5.11311461e-03
0.140035,4.92207468e-03,-1.15824924e-02,-2.30726480e-03,1.15760993e-02,-6.74410983e-03,5.10810476e-03
0.141035,4.92095586e-03,-1.15338156e-02,-2.24336416e-03,1.14960101e-02,-6.55548797e-03,5.10261426e-03
0.142036,4.92057913e-03,-1.14850945e-02,-2.17719003e-03,1.14168621e-02,-6.36589868e-03,5.09695889e-03
0.143036,4.92089966e-03,-1.14362886e-02,-2.10862321e-03,1.13387064e-02,-6.17527279e-03,5.09125357e-03
0.144036,4.92183223e-03,-1.13873524e-02,-2.03768083e-03,1.12614995e-02,-5.98357649e-03,5.08543766e-03
0.145036,4.92334642e-03,-1.13382486e-02,-1.96417810e-03,1.11853471e-02,-5.79071565e-03,5.07984635e-03
0.146037,4.92535887e-03,-1.12889309e-02,-1.88813590e-03,1.11101959e-02,-5.59664481e-03,5.07446486e-03
0.147037,4.92778851e-03,-1.12393521e-02,-1.80956309e-03,1.10359972e-02,-5.40130996e-03,5.06928927e-03
0.148037,4.93059107e-03,-1.11894734e-02,-1.72834131e-03,1.09628035e-02,-5.20462047e-03,5.06464044e-03
0.149037,4.93365807e-03,-1.11392452e-02,-1.64461294e-03,1.08904654e-02,-5.00655210e-03,5.06034281e-03
0.150038,4.93692470e-03,-1.10886224e-02,-1.55833927e-03,1.08189623e-02,-4.80702283e-03,5.05655129e-03
0.151038,4.94032164e-03,-1.10375700e-02,-1.46956311e-03,1.07482358e-02,-4.60598577e-03,5.05342425e-03
0.152038,4.94373646e-03,-1.09860313e-02,-1.37843828e-03,1.06781029e-02,-4.40339667e-03,5.05073270e-03
0.153038,4.94712303e-03,-1.09339811e-02,-1.28496238e-03,1.06085479e-02,-4.19920025e-03,5.04878639e-03
0.154039,4.95037873e-03,-1.08813699e-02,-1.18930416e-03,1.05393841e-02,-3.99335744e-03,5.04743455e-03
0.155039,4.95342280e-03,-1.08281652e-02,-1.09161497e-03,1.04704664e-02,-3.78584821e-03,5.04663730e-03
0.156039,4.95620278e-03,-1.07743364e-02,-9.91942525e-04,1.04017194e-02,-3.57661181e-03,5.04661333e-03
0.157039,4.95860557e-03,-1.07198448e-02,-8.90593457e-04,1.03328699e-02,-3.36566583e-03,5.04699387e-03
0.158040,4.96059811e-03,-1.06646720e-02,-7.87609273e-04,1.02638607e-02,-3.15296099e-03,5.04805891e-03
0.159040,4.96208848e-03,-1.06087863e-02,-6.83262151e-04,1.01944460e-02,-2.93850637e-03,5.04955938e-03
0.160040,4.96301802e-03,-1.05521717e-02,-5.77757158e-04,1.01244512e-02,-2.72231196e-03,5.05141956e-03
0.161040,4.96334649e-03,-1.04948102e-02,-4.71219961e-04,1.00537479e-02,-2.50435046e-03,5.05376004e-03
0.162041,4.96299037e-03,-1.04366890e-02,-3.64021064e-04,9.98204494e-03,-2.28469620e-03,5.05613242e-03
0.163041,4.96194067e-03,-1.03777998e-02,-2.56215899e-04,9.90927068e-03,-2.06330725e-03,5.05883718e-03
0.164041,4.96012710e-03,-1.03181398e-02,-1.48190993e-04,9.83513420e-03,-1.84028187e-03,5.06138499e-03
0.165041,4.95753690e-03,-1.02577072e-02,-4.00824494e-05,9.75951096e-03,-1.61561672e-03,5.06389567e-03
0.166042,4.95414439e-03,-1.01965114e-02,6.78477342e-05,9.68221240e-03,-1.38938684e-03,5.06615225e-03
0.167042,4.94991524e-03,-1.01345546e-02,1.75313871e-04,9.60301042e-03,-1.16165281e-03,5.06791185e-03
0.168042,4.94487408e-03,-1.00718594e-02,2.82202551e-04,9.52183686e-03,-9.32459245e-04,5.06928418e-03
0.169042,4.93897529e-03,-1.00084338e-02,3.88123824e-04,9.43839814e-03,-7.01922568e-04,5.06974248e-03
0.170043,4.93227439e-03,-9.94430913e-03,4.93045260e-04,9.35269032e-03,-4.70073303e-04,5.06956347e-03
0.171043,4.92473981e-03,-9.87950406e-03,5.96577383e-04,9.26443934e-03,-2.37058680e-04,5.06815346e-03
0.172043,4.91643199e-03,-9.81405213e-03,6.98676752e-04,9.17363042e-03,-2.91885770e-06,5.06573825e-03
0.173043,4.90735510e-03,-9.74798633e-03,7.99050741e-04,9.08008475e-03,2.32194578e-04,5.06185944e-03
0.174044,4.89755814e-03,-9.68133957e-03,8.97585906e-04,8.98373246e-03,4.68212008e-04,5.05654126e-03
0.175044,4.88708780e-03,-9.61415726e-03,9.94132151e-04,8.88451871e-03,7.04997883e-04,5.04956259e-03
0.176044,4.87598027e-03,-9.54647369e-03,1.08850575e-03,8.78232795e-03,9.42442533e-04,5.04071104e-03
0.177044,4.86431870e-03,-9.47834171e-03,1.18069259e-03,8.67721378e-03,1.18043564e-03,5.03000020e-03
0.178045,4.85212937e-03,-9.40979708e-03,1.27046605e-03,8.56903871e-03,1.41883336e-03,5.01702320e-03
0.179045,4.83952415e-03,-9.34089787e-03,1.35792591e-03,8.45794605e-03,1.65754607e-03,5.00197710e-03
0.180045,4.82652345e-03,-9.27168043e-03,1.44283891e-03,8.34380364e-03,1.89640863e-03,4.98433403e-03
0.181045,4.81325855e-03,-9.20220546e-03,1.52539061e-03,8.22682107e-03,2.13534605e-03,4.96441215e-03
0.182046,4.79974700e-03,-9.13250876e-03,1.60537346e-03,8.10689513e-03,2.37418517e-03,4.94163367e-03
0.183046,4.78613155e-03,-9.06265139e-03,1.68303572e-03,7.98428244e-03,2.61286082e-03,4.91638986e-03
0.184046,4.77242720e-03,-8.99266673e-03,1.75821404e-03,7.85891991e-03,2.85120284e-03,4.88810094e-03
0.185046,4.75878234e-03,-8.92261473e-03,1.83121193e-03,7.73110706e-03,3.08915472e-03,4.85721397e-03
0.186047,4.74520790e-03,-8.85252402e-03,1.90190809e-03,7.60081283e-03,3.32655521e-03,4.82316037e-03
0.187047,4.73185206e-03,-8.78245162e-03,1.97066600e-03,7.46838608e-03,3.56336142e-03,4.78645523e-03
0.188047,4.71872024e-03,-8.71241997e-03,2.03739583e-03,7.33381434e-03,3.79942127e-03,4.74653094e-03
0.189047,4.70595541e-03,-8.64248081e-03,2.10251789e-03,7.19749150e-03,4.03471189e-03,4.70398594e-03
0.190048,4.69355489e-03,-8.57264945e-03,2.16596941e-03,7.05941966e-03,4.26909009e-03,4.65824299e-03
0.191048,4.68165259e-03,-8.50297033e-03,2.22822050e-03,6.92002919e-03,4.50255878e-03,4.60999692e-03
0.192048,4.67023481e-03,-8.43345070e-03,2.28922824e-03,6.77933022e-03,4.73498321e-03,4.55865022e-03
0.193048,4.65942302e-03,-8.36412610e-03,2.34950331e-03,6.63777999e-03,4.96639595e-03,4.50499646e-03
0.194049,4.64919035e-03,-8.29499503e-03,2.40901528e-03,6.49538972e-03,5.19667148e-03,4.44842088e-03
0.195049,4.63964291e-03,-8.22608320e-03,2.46830080e-03,6.35263024e-03,5.42587062e-03,4.38979022e-03
0.196049,4.63073797e-03,-8.15737934e-03,2.52734028e-03,6.20951184e-03,5.65388594e-03,4.32851554e-03
0.197049,4.62256478e-03,-8.08889929e-03,2.58667339e-03,6.06649940e-03,5.88079489e-03,4.26546677e-03
0.198050,4.61506384e-03,-8.02062165e-03,2.64629252e-03,5.92360216e-03,6.10652226e-03,4.20015572e-03
0.199050,4.60830334e-03,-7.95255190e-03,2.70671197e-03,5.78125618e-03,6.33114770e-03,4.13336510e-03
0.200050,4.60221325e-03,-7.88466034e-03,2.76794579e-03,5.63947645e-03,6.55463842e-03,4.06478699e-03
0.201050,4.59683056e-03,-7.81694011e-03,2.83044035e-03,5.49863592e-03,6.77706526e-03,3.99502865e-03
0.202051,4.59208660e-03,-7.74935690e-03,2.89425840e-03,5.35877792e-03,6.99844535e-03,3.92403774e-03
0.203051,4.58797498e-03,-7.68188920e-03,2.95971909e-03,5.22016285e-03,7.21883017e-03,3.85216775e-03
0.204051,4.58444252e-03,-7.61450255e-03,3.02697227e-03,5.08289647e-03,7.43829036e-03,3.77967235e-03
0.205051,4.58142921e-03,-7.54715913e-03,3.09615091e-03,4.94707628e-03,7.65685131e-03,3.70660703e-03
0.206052,4.57890896e-03,-7.47982836e-03,3.16752004e-03,4.81289711e-03,7.87463212e-03,3.63353401e-03
0.207052,4.57676469e-03,-7.41245654e-03,3.24099260e-03,4.68026496e-03,8.09163662e-03,3.56022162e-03
0.208052,4.57499897e-03,-7.34501848e-03,3.31693326e-03,4.54945305e-03,8.30801420e-03,3.48747774e-03
0.209052,4.57345295e-03,-7.27744981e-03,3.39507571e-03,4.42021131e-03,8.52375945e-03,3.41486304e-03
0.210053,4.57213837e-03,-7.20972734e-03,3.47578262e-03,4.29280781e-03,8.73902655e-03,3.34328356e-03
0.211053,4.57089202e-03,-7.14178624e-03,3.55874037e-03,4.16694886e-03,8.95381950e-03,3.27227186e-03
0.212053,4.56969805e-03,-7.07359807e-03,3.64414275e-03,4.04275985e-03,9.16826402e-03,3.20256830e-03
0.213053,4.56843705e-03,-7.00511074e-03,3.73179091e-03,3.92004054e-03,9.38239928e-03,3.13397002e-03
0.214054,4.56702970e-03,-6.93628257e-03,3.82157231e-03,3.79866192e-03,9.59628641e-03,3.06671346e-03
0.215054,4.56543471e-03,-6.86708510e-03,3.91348594e-03,3.67858787e-03,9.81001851e-03,3.00113909e-03
0.216054,4.56350297e-03,-6.79746149e-03,4.00711363e-03,3.55943786e-03,1.00235771e-02,2.93679889e-03
0.217054,4.56126100e-03,-6.72740662e-03,4.10257282e-03,3.44127691e-03,1.02370920e-02,2.87453283e-03
0.218055,4.55853900e-03,-6.65686231e-03,4.19931225e-03,3.32361750e-03,1.04505002e-02,2.81350348e-03
0.219055,4.55536674e-03,-6.58583022e-03,4.29734960e-03,3.20644978e-03,1.06638997e-02,2.75447549e-03
0.220055,4.55163922e-03,-6.51427439e-03,4.39626645e-03,3.08939735e-03,1.08772570e-02,2.69696624e-03
0.221055,4.54731692e-03,-6.44218439e-03,4.49576406e-03,2.97220177e-03,1.10905623e-02,2.64091767e-03
0.222056,4.54241381e-03,-6.36956173e-03,4.59571748e-03,2.85473282e-03,1.13038555e-02,2.58671156e-03
0.223056,4.53681556e-03,-6.29638183e-03,4.69550855e-03,2.73647659e-03,1.15170160e-02,2.53339697e-03
0.224056,4.53061522e-03,-6.22267485e-03,4.79518706e-03,2.61746427e-03,1.17301031e-02,2.48176422e-03
0.225056,4.52371357e-03,-6.14842362e-03,4.89411143e-03,2.49715889e-03,1.19429824e-02,2.43088067e-03
